account_value,date,daily_return,datadate
97977.49924153264,2019-05-24,0.0069383316813935725,2019-05-24
98726.26729101117,2019-05-27,0.007642244957004606,2019-05-27
98517.15703660983,2019-05-28,-0.0021180812375390934,2019-05-28
96602.85024506586,2019-05-29,-0.019431202128910245,2019-05-29
97118.60118038193,2019-05-30,0.005338879070417857,2019-05-30
95745.51936049,2019-05-31,-0.014138196011922122,2019-05-31
95998.28291124836,2019-06-03,0.0026399517433990387,2019-06-03
96610.18238396183,2019-06-04,0.006374066849499593,2019-06-04
97174.83971972004,2019-06-05,0.005844697958586442,2019-06-05
97221.10723073024,2019-06-06,0.00047612644531880305,2019-06-06
97794.41511432518,2019-06-07,0.00589694871746671,2019-06-07
98818.61091906684,2019-06-10,0.010472947801204668,2019-06-10
98922.47768568028,2019-06-11,0.0010510850703870922,2019-06-11
98219.64118282552,2019-06-12,-0.007104922150130365,2019-06-12
98375.0317553983,2019-06-13,0.0015820722892232464,2019-06-13
97441.60297669863,2019-06-14,-0.00948847245122697,2019-06-14
97186.09691881934,2019-06-17,-0.0026221454704556946,2019-06-17
98646.24687552251,2019-06-18,0.015024267904522047,2019-06-18
98294.38276648322,2019-06-19,-0.003566928496360422,2019-06-19
98552.46940922538,2019-06-20,0.002625649965728893,2019-06-20
99055.53072953023,2019-06-21,0.005104502437335956,2019-06-21
98504.41367554462,2019-06-24,-0.005563718148059893,2019-06-24
98114.5729739646,2019-06-25,-0.003957596284610232,2019-06-25
96857.02059960166,2019-06-26,-0.012817182363894621,2019-06-26
97207.10119700232,2019-06-27,0.0036144060103588953,2019-06-27
97188.14582180778,2019-06-28,-0.00019499990187066277,2019-06-28
98145.62199282447,2019-07-01,0.009851779380298131,2019-07-01
98488.70871281424,2019-07-02,,2019-07-02
100016.46567193764,2019-07-03,0.015512001112515604,2019-07-03
99738.02598040552,2019-07-04,-0.002783938521137341,2019-07-04
98619.62539944927,2019-07-05,-0.011213381957007608,2019-07-05
98873.18791982434,2019-07-08,0.0025711162392680893,2019-07-08
98877.43188813467,2019-07-09,4.292334858035929e-05,2019-07-09
98632.90317705637,2019-07-10,-0.002473048767639541,2019-07-10
99587.89268452533,2019-07-11,0.009682260956616728,2019-07-11
100129.2043694572,2019-07-12,0.005435517012561286,2019-07-12
100935.62763994305,2019-07-15,0.008053826808713138,2019-07-15
101251.6437989186,2019-07-16,0.003130868320379676,2019-07-16
99993.95435754418,2019-07-17,-0.0124214224499124,2019-07-17
98906.65380113816,2019-07-18,-0.010873662946843776,2019-07-18
99193.31879450685,2019-07-19,0.0028983388109062873,2019-07-19
99257.47685597817,2019-07-22,0.0006467982143456562,2019-07-22
99999.8837412544,2019-07-23,0.0074796066633193705,2019-07-23
100414.49137640784,2019-07-24,0.0041460811717159984,2019-07-24
100297.87631517234,2019-07-25,-0.0011613369707600407,2019-07-25
99715.15324505734,2019-07-26,-0.0058099243126930045,2019-07-26
99817.63216772166,2019-07-29,0.0010277166441541306,2019-07-29
96601.95612286561,2019-07-30,-0.032215511177953286,2019-07-30
97179.20191572246,2019-07-31,0.005975508323275314,2019-07-31
97919.44435847476,2019-08-01,0.0076172928791313765,2019-08-01
95598.2399046276,2019-08-02,-0.02370524535810692,2019-08-02
93152.34438971826,2019-08-05,-0.02558515216754487,2019-08-05
92120.294360709,2019-08-06,-0.011079163232773914,2019-08-06
92587.77494518826,2019-08-07,0.0050746753223429595,2019-08-07
94543.72498264,2019-08-08,0.021125359569442725,2019-08-08
92974.25627527336,2019-08-09,-0.0166004534690678,2019-08-09
91881.51266123336,2019-08-12,-0.011753184782728021,2019-08-12
92493.88400968547,2019-08-13,0.006664793936402846,2019-08-13
90898.29871167424,2019-08-14,-0.017250711385891626,2019-08-14
90232.61281552627,2019-08-15,-0.007323414250683612,2019-08-15
91482.45675915963,2019-08-16,0.013851354899681256,2019-08-16
93251.34418054669,2019-08-19,0.019335810209424983,2019-08-19
91899.87659272595,2019-08-20,-0.01449274109340559,2019-08-20
93053.43244093514,2019-08-21,0.012552311177972621,2019-08-21
92920.3962064671,2019-08-22,-0.0014296757355241052,2019-08-22
92318.25376533397,2019-08-23,-0.0064801966598937435,2019-08-23
92754.54983952118,2019-08-26,0.004726000074657177,2019-08-26
93469.30689473801,2019-08-27,0.007705897516116167,2019-08-27
93634.2577621575,2019-08-28,0.001764759715242814,2019-08-28
95125.96318297974,2019-08-29,0.015931192882538303,2019-08-29
95286.04365997744,2019-08-30,0.0016828263456296624,2019-08-30
95607.66756527267,2019-09-02,0.0033753516563550523,2019-09-02
95608.97710383746,2019-09-03,1.3697003578450053e-05,2019-09-03
96148.383618734,2019-09-04,0.005641797781297475,2019-09-04
96910.30555465985,2019-09-05,0.007924438323863692,2019-09-05
96614.8131704497,2019-09-06,-0.003049132726585801,2019-09-06
97283.03375976332,2019-09-09,0.006916336816122914,2019-09-09
99015.05648686617,2019-09-10,0.01780395470992402,2019-09-10
99642.79614918564,2019-09-11,0.0063398404706536135,2019-09-11
99262.19457236431,2019-09-12,-0.00381965973989229,2019-09-12
98617.29174758967,2019-09-13,-0.006496963194829397,2019-09-13
97933.92236132738,2019-09-16,-0.006929508751988167,2019-09-16
98271.26991640156,2019-09-17,0.003444644582186074,2019-09-17
98551.92353707954,2019-09-18,0.002855907132539359,2019-09-18
98814.18564818297,2019-09-19,0.002661156694772737,2019-09-19
98543.19062242539,2019-09-20,-0.002742470870755409,2019-09-20
97777.32837079141,2019-09-23,-0.00777184346068549,2019-09-23
97835.03585668199,2019-09-24,0.0005901929092575474,2019-09-24
96902.04908951207,2019-09-25,-0.009536325703776272,2019-09-25
97967.47461907813,2019-09-26,0.010994871001973385,2019-09-26
98513.42518304537,2019-09-27,,2019-09-27
99744.65846722627,2019-09-30,0.012498126848124349,2019-09-30
98871.16982303633,2019-10-01,-0.008757247331464213,2019-10-01
95806.49052104275,2019-10-02,-0.03099669304488717,2019-10-02
95585.16253492492,2019-10-03,-0.002310156492677629,2019-10-03
96151.576376774,2019-10-04,0.005925750679580011,2019-10-04
97060.98971924676,2019-10-07,0.009458122027133252,2019-10-07
95934.13261658851,2019-10-08,-0.011609783765009318,2019-10-08
96301.63100224537,2019-10-09,0.0038307365234186985,2019-10-09
97241.45488953381,2019-10-10,0.00975916895183748,2019-10-10
98916.0971146605,2019-10-11,0.017221484674710963,2019-10-11
98735.71683122967,2019-10-14,-0.0018235685463989797,2019-10-14
99143.15638121426,2019-10-15,0.0041265669917709405,2019-10-15
99095.82830944037,2019-10-16,-0.0004773710410421738,2019-10-16
98796.97773220553,2019-10-17,-0.0030157735429752197,2019-10-17
98804.33646165967,2019-10-18,7.44833457770877e-05,2019-10-18
99142.5481340812,2019-10-21,0.003423044823065657,2019-10-21
99263.05016104774,2019-10-22,0.001215442100636066,2019-10-22
99058.05911461652,2019-10-23,-0.002065129432337609,2019-10-23
99525.81527190769,2019-10-24,0.00472204040208335,2019-10-24
103328.26017558953,2019-10-25,0.038205614224745776,2019-10-25
103317.92740165806,2019-10-28,-9.999949591599222e-05,2019-10-28
103336.05585164057,2019-10-29,0.00017546277241908823,2019-10-29
103475.87792169994,2019-10-30,0.0013530811574626878,2019-10-30
103822.6381918525,2019-10-31,0.003351121798792045,2019-10-31
103819.10710234038,2019-11-01,-3.401078583287198e-05,2019-11-01
103796.18726269988,2019-11-04,-0.0002207670657181637,2019-11-04
103695.95165903645,2019-11-05,-0.0009656963931609086,2019-11-05
103875.28161764756,2019-11-06,0.0017293824468749275,2019-11-06
104112.98127934989,2019-11-07,0.0022883178558039674,2019-11-07
104162.90492787496,2019-11-08,0.0004795141577123019,2019-11-08
104273.40295072852,2019-11-11,0.0010608193284362688,2019-11-11
103232.008406585,2019-11-12,-0.00998715410329154,2019-11-12
102443.59502338091,2019-11-13,-0.007637295790069999,2019-11-13
102436.00407282358,2019-11-14,-7.409883024511732e-05,2019-11-14
102914.71148246012,2019-11-15,0.004673233927557474,2019-11-15
103228.66928578175,2019-11-18,0.003050660093189439,2019-11-18
103278.53592478084,2019-11-19,0.0004830696679913871,2019-11-19
103214.7044919018,2019-11-20,-0.0006180512950486605,2019-11-20
103840.78366351845,2019-11-21,0.0060657943526425395,2019-11-21
103620.34889313721,2019-11-22,-0.002122814973118281,2019-11-22
104347.10892916298,2019-11-25,0.007013680650460374,2019-11-25
105435.51670818527,2019-11-26,0.010430646236315066,2019-11-26
106822.40869446534,2019-11-27,0.013153935500866742,2019-11-27
106154.3872550852,2019-11-28,-0.006253570271859354,2019-11-28
106550.90074111,2019-11-29,0.0037352529299801147,2019-11-29
104722.63930340293,2019-12-02,-0.01715857327334347,2019-12-02
104891.75729645297,2019-12-03,0.0016149133957565898,2019-12-03
106083.62401266776,2019-12-04,0.011362825325218262,2019-12-04
106279.10456330731,2019-12-05,0.0018427024195195602,2019-12-05
107914.98109940592,2019-12-06,0.01539226871378263,2019-12-06
107812.1672423366,2019-12-09,-0.0009527301587034519,2019-12-09
107533.58141076805,2019-12-10,-0.0025839925000521453,2019-12-10
108511.33758168668,2019-12-11,0.009092565857950152,2019-12-11
108751.61300840453,2019-12-12,0.0022142886823874885,2019-12-12
109171.54243257064,2019-12-13,0.0038613627195915883,2019-12-13
110133.41370835644,2019-12-16,0.008810641073243808,2019-12-16
110301.1806111386,2019-12-17,0.0015233061169468431,2019-12-17
110005.44820542207,2019-12-18,-0.002681135451842009,2019-12-18
111644.73143984069,2019-12-19,0.014901836783187903,2019-12-19
112766.58472515947,2019-12-20,0.010048421191494405,2019-12-20
113193.52510000515,2019-12-23,0.0037860539616965116,2019-12-23
112998.95222452664,2019-12-24,-0.00171893997741146,2019-12-24
112998.95222452664,2019-12-25,,2019-12-25
113874.73504742213,2019-12-27,0.007750362332168414,2019-12-27
112952.82343828512,2019-12-30,-0.008095839773002211,2019-12-30
111495.67438048395,2019-12-31,-0.012900510261235952,2019-12-31
112373.97373205052,2020-01-02,0.007877429832563232,2020-01-02
112745.3731275441,2020-01-03,0.003305030365653661,2020-01-03
112167.93614035961,2020-01-06,-0.005121602520497648,2020-01-06
112163.65372787204,2020-01-07,-3.817857968080318e-05,2020-01-07
112727.62545223696,2020-01-08,0.0050281147735540275,2020-01-08
112684.3066149942,2020-01-09,-0.0003842788053858293,2020-01-09
112124.84767238089,2020-01-10,-0.004964834584507027,2020-01-10
112106.75815112409,2020-01-13,-0.00016133374209481577,2020-01-13
111948.15106477104,2020-01-14,-0.001414786128586809,2020-01-14
112756.54537859779,2020-01-15,0.007221149310085996,2020-01-15
114993.82150208928,2020-01-16,0.019841651905700752,2020-01-16
116038.15703203382,2020-01-17,0.009081666443492951,2020-01-17
115383.68795556555,2020-01-20,-0.005640119536607258,2020-01-20
115353.03155758008,2020-01-21,-0.0002656909180894784,2020-01-21
114650.04718574171,2020-01-22,-0.006094199366467935,2020-01-22
115053.70892001696,2020-01-23,0.0035208161198683205,2020-01-23
115503.0646013634,2020-01-24,0.0039056166512532187,2020-01-24
113998.41826479176,2020-01-27,-0.013026895362167612,2020-01-27
114884.34080247108,2020-01-28,0.0077713581571063894,2020-01-28
115104.38327371037,2020-01-29,0.0019153391115125371,2020-01-29
114388.93527970814,2020-01-30,-0.006215645083653576,2020-01-30
112778.51127521106,2020-01-31,-0.014078494572567381,2020-01-31
112767.23349593347,2020-02-03,-9.999936291094079e-05,2020-02-03
113214.5357656588,2020-02-04,0.003966597883608314,2020-02-04
113685.31382487158,2020-02-05,0.004158282821450143,2020-02-05
113786.61808494387,2020-02-06,0.0008910936396617776,2020-02-06
113990.11550922206,2020-02-07,0.001788412624464053,2020-02-07
114251.3083267277,2020-02-10,0.0022913637409596177,2020-02-10
115681.41333229384,2020-02-11,0.012517187124688522,2020-02-11
116123.30528992855,2020-02-12,0.003819904554289933,2020-02-12
115626.75337733234,2020-02-13,-0.004276074568807964,2020-02-13
115526.44141409185,2020-02-14,-0.0008675497694997647,2020-02-14
115909.22950426122,2020-02-17,0.0033134240567258555,2020-02-17
114940.54984863412,2020-02-18,-0.008357226251697991,2020-02-18
111317.25677602069,2020-02-19,-0.03152319244500723,2020-02-19
111038.94397932377,2020-02-20,-0.0025001765652282733,2020-02-20
110363.22779621623,2020-02-21,-0.00608539813953346,2020-02-21
105164.79635609254,2020-02-24,-0.04710293042282632,2020-02-24
102982.19427743406,2020-02-25,-0.02075411310899233,2020-02-25
103451.18474232596,2020-02-26,0.004554092755379102,2020-02-26
101727.63000372359,2020-02-27,-0.01666056065858834,2020-02-27
100629.06000162076,2020-02-28,-0.010799130993837558,2020-02-28
100618.9971056414,2020-03-02,-9.99999004185348e-05,2020-03-02
101634.10907118488,2020-03-03,0.010088671073492206,2020-03-03
102256.74301307538,2020-03-04,0.006126230136522359,2020-03-04
101168.22936067393,2020-03-05,-0.01064490829971243,2020-03-05
101982.52976388882,2020-03-06,0.008048973559790396,2020-03-06
97670.345017938,2020-03-09,-0.04228356323317761,2020-03-09
97666.36711702864,2020-03-10,-4.0727826943087735e-05,2020-03-10
96762.18192399303,2020-03-11,-0.009257897265208648,2020-03-11
92395.4160956291,2020-03-12,-0.0451288482911022,2020-03-12
92393.33743127556,2020-03-13,-2.249748354798964e-05,2020-03-13
92393.33743127556,2020-03-16,0.0,2020-03-16
92393.33743127556,2020-03-17,0.0,2020-03-17
92393.33743127556,2020-03-18,0.0,2020-03-18
92393.33743127556,2020-03-19,0.0,2020-03-19
92393.33743127556,2020-03-20,0.0,2020-03-20
92393.33743127556,2020-03-23,0.0,2020-03-23
92393.33743127556,2020-03-24,0.0,2020-03-24
92393.33743127556,2020-03-25,,2020-03-25
93341.07102092954,2020-03-26,0.010257596662301529,2020-03-26
92172.40651409596,2020-03-27,-0.012520367444375236,2020-03-27
92166.6423417327,2020-03-30,-6.253685437163092e-05,2020-03-30
92166.6423417327,2020-03-31,0.0,2020-03-31
92166.6423417327,2020-04-01,0.0,2020-04-01
92143.85591464255,2020-04-02,-0.00024723073892241043,2020-04-02
91487.08404508088,2020-04-03,-0.007127679464272506,2020-04-03
94233.05430345034,2020-04-06,0.030014840750814287,2020-04-06
94224.05275091623,2020-04-07,-9.552436351190076e-05,2020-04-07
94224.05275091623,2020-04-08,0.0,2020-04-08
94733.34015920847,2020-04-09,0.005405067956889775,2020-04-09
94813.83607172937,2020-04-14,0.0008497104861457937,2020-04-14
91050.44932109807,2020-04-15,-0.039692379367334274,2020-04-15
91603.6081653201,2020-04-16,0.006075300543232576,2020-04-16
93144.74201397084,2020-04-17,0.01682394263192566,2020-04-17
93606.23860600576,2020-04-20,0.004954617749284075,2020-04-20
93624.31550412557,2020-04-21,0.00019311638186758628,2020-04-21
93984.34136778148,2020-04-22,0.003845431197198268,2020-04-22
93809.67171967967,2020-04-23,-0.0018584973364688122,2020-04-23
91963.10921142467,2020-04-24,-0.019684137833600682,2020-04-24
96450.96977357176,2020-04-27,0.04880066148948292,2020-04-27
96512.24516085695,2020-04-28,0.000635300893594426,2020-04-28
97815.17586831163,2020-04-29,0.01350015954227457,2020-04-29
96708.23901728704,2020-04-30,-0.011316616682414349,2020-04-30
93957.91418198658,2020-05-04,-0.02843940561060998,2020-05-04
93948.51844398369,2020-05-05,-9.999943149729962e-05,2020-05-05
93660.49873260368,2020-05-06,-0.003065718503605264,2020-05-06
94063.20887510409,2020-05-07,0.004299679672325141,2020-05-07
95090.90308980095,2020-05-08,0.010925570443396593,2020-05-08
93582.21283796146,2020-05-11,-0.015865768468038888,2020-05-11
94711.60291057381,2020-05-12,0.012068426663172538,2020-05-12
93507.74702513508,2020-05-13,-0.01271075399890964,2020-05-13
90474.53768400004,2020-05-14,-0.03243805393279009,2020-05-14
89957.02216812891,2020-05-15,-0.005720012824809162,2020-05-15
92653.7784877755,2020-05-18,0.029978274676615964,2020-05-18
89483.93583688515,2020-05-19,-0.034211693280361666,2020-05-19
90404.41469589947,2020-05-20,0.010286526295537612,2020-05-20
91396.30916730248,2020-05-21,0.010971748168931095,2020-05-21
91374.2128609122,2020-05-22,-0.0002417636619203023,2020-05-22
93831.62680914346,2020-05-25,0.026893954774438237,2020-05-25
93822.24369506672,2020-05-26,-9.999948200656306e-05,2020-05-26
93673.83293814733,2020-05-27,-0.0015818291172159382,2020-05-27
93941.08833258704,2020-05-28,0.002853042157634045,2020-05-28
94943.84295483788,2020-05-29,0.010674292155320895,2020-05-29
95738.57083371644,2020-06-01,0.008370504649328536,2020-06-01
97518.82422107237,2020-06-02,0.018594944251339784,2020-06-02
99168.04501190908,2020-06-03,0.016911819887183818,2020-06-03
99206.78578355796,2020-06-04,0.00039065781365610336,2020-06-04
99928.49588613011,2020-06-05,0.007274805819701856,2020-06-05
99758.22338995736,2020-06-08,-0.001703943351321846,2020-06-08
98483.64410811836,2020-06-09,-0.012776683851481896,2020-06-09
99154.90485149797,2020-06-10,0.0068159616701699574,2020-06-10
95578.09842778675,2020-06-11,-0.03607291468907259,2020-06-11
95815.93429844703,2020-06-12,0.002488392995597666,2020-06-12
96381.26776720486,2020-06-15,0.005900203060139607,2020-06-15
103060.73230189801,2020-06-16,0.06930251790032926,2020-06-16
102465.71495097947,2020-06-17,-0.005773463254419076,2020-06-17
101810.48235267472,2020-06-18,-0.006394652090391585,2020-06-18
101971.3919081099,2020-06-19,0.0015804812207624865,2020-06-19
101088.0411657698,2020-06-22,-0.00866273104456694,2020-06-22
101822.52024501633,2020-06-23,0.0072657365873978206,2020-06-23
100038.8295683272,2020-06-24,-0.01751764415570389,2020-06-24
101939.65222495867,2020-06-25,,2020-06-25
100458.37375200156,2020-06-26,-0.014530935123147404,2020-06-26
100693.69042346749,2020-06-29,0.002342429632066434,2020-06-29
100806.40840284784,2020-06-30,0.0011194145224626695,2020-06-30
101704.50499454512,2020-07-01,0.008909122008476489,2020-07-01
104533.21303407825,2020-07-02,0.027813006313582852,2020-07-02
105433.23614316684,2020-07-03,0.008609924855129014,2020-07-03
106495.98635424467,2020-07-06,0.010079840569767963,2020-07-06
105496.54568167657,2020-07-07,-0.009384773142938951,2020-07-07
104566.11945105687,2020-07-08,-0.008819494748455003,2020-07-08
103794.30547988595,2020-07-09,-0.007381109437958665,2020-07-09
104784.51556507844,2020-07-10,0.009540119572208685,2020-07-10
105853.91199064488,2020-07-13,0.010205672277048272,2020-07-13
104640.97771236807,2020-07-14,-0.011458568280254156,2020-07-14
105795.92330559882,2020-07-15,0.011037220967156536,2020-07-15
105786.1857365124,2020-07-16,-9.20410615280476e-05,2020-07-16
105571.6384258332,2020-07-17,-0.002028122189919768,2020-07-17
106088.70054734989,2020-07-20,0.004897737017503179,2020-07-20
104107.33872924981,2020-07-21,-0.018676464202855847,2020-07-21
103525.6980379349,2020-07-22,-0.005586932664061073,2020-07-22
103915.74545174491,2020-07-23,0.003767638578655808,2020-07-23
101105.17431625297,2020-07-24,-0.027046634013678798,2020-07-24
99690.04062281783,2020-07-27,-0.013996649558296936,2020-07-27
99701.43322434317,2020-07-28,0.000114280237565767,2020-07-28
99397.87148131443,2020-07-29,-0.0030447079165416557,2020-07-29
97593.87168529473,2020-07-30,-0.018149279950716583,2020-07-30
97941.59080169415,2020-07-31,0.003562919580859747,2020-07-31
99056.72581243387,2020-08-03,0.011385714706202421,2020-08-03
100219.34525378796,2020-08-04,0.011736905614622815,2020-08-04
101478.4256136785,2020-08-05,0.012563246713517495,2020-08-05
100525.35061172179,2020-08-06,-0.009391897796926618,2020-08-06
100160.00292784756,2020-08-07,-0.0036343835823601225,2020-08-07
101977.59598405652,2020-08-10,0.01814689499877797,2020-08-10
103806.6127918335,2020-08-11,0.01793547680867991,2020-08-11
104201.11522380733,2020-08-12,0.00380035935441736,2020-08-12
103663.94204116687,2020-08-13,-0.005155157710996504,2020-08-13
102312.689098484,2020-08-14,-0.013034936893932423,2020-08-14
102056.09576781152,2020-08-17,-0.0025079326223700353,2020-08-17
101970.66604491964,2020-08-18,-0.0008370859403268316,2020-08-18
102775.43176799297,2020-08-19,0.007892129710311169,2020-08-19
101384.71024812033,2020-08-20,-0.01353165339175666,2020-08-20
100611.62863185047,2020-08-21,-0.007625228837542575,2020-08-21
102918.69471588387,2020-08-24,0.02293041187589973,2020-08-24
101431.57143459572,2020-08-25,-0.014449496132782012,2020-08-25
101485.88627200504,2020-08-26,0.0005354825587451373,2020-08-26
101027.68626600211,2020-08-27,-0.004514913578966717,2020-08-27
101249.20185066172,2020-08-28,0.002192622565624136,2020-08-28
100722.21701715354,2020-08-31,-0.005204829508537512,2020-08-31
100333.46323136566,2020-09-01,-0.0038596627169323883,2020-09-01
101433.10843266752,2020-09-02,0.010959904760449836,2020-09-02
100300.68566037348,2020-09-03,-0.011164232170265631,2020-09-03
99458.97518334296,2020-09-04,-0.008391871615719748,2020-09-04
102144.23151020924,2020-09-07,0.026998632571029857,2020-09-07
100672.18494393726,2020-09-08,-0.014411450793722191,2020-09-08
103643.6400552178,2020-09-09,0.02951614800985292,2020-09-09
103033.99325342756,2020-09-10,-0.005882143867828593,2020-09-10
104227.48727762577,2020-09-11,0.011583497703157029,2020-09-11
104783.09710938684,2020-09-14,0.0053307418827159845,2020-09-14
106423.9796334893,2020-09-15,0.015659801717728294,2020-09-15
107486.58396063244,2020-09-16,0.009984632512358704,2020-09-16
108306.91093085746,2020-09-17,0.007631901024275578,2020-09-17
107070.21116690227,2020-09-18,-0.011418475084611137,2020-09-18
102594.71516137471,2020-09-21,-0.04179963742250503,2020-09-21
102164.93228869783,2020-09-22,,2020-09-22
103274.07352192984,2020-09-23,0.010856379076313429,2020-09-23
102816.58573536393,2020-09-24,-0.004429841594935979,2020-09-24
103026.60643026144,2020-09-25,0.0020426733040725953,2020-09-25
105865.25816089164,2020-09-28,0.02755260829203077,2020-09-28
105703.36276977623,2020-09-29,-0.0015292589271296284,2020-09-29
105886.30433889528,2020-09-30,0.0017307071821119902,2020-09-30
106265.10117590742,2020-10-01,0.0035773921790658303,2020-10-01
107202.65512594613,2020-10-02,0.008822783206000384,2020-10-02
107191.93493190268,2020-10-05,-9.999933332682788e-05,2020-10-05
106904.75948087912,2020-10-06,-0.002679077033230004,2020-10-06
107618.21902997859,2020-10-07,0.006673786579418639,2020-10-07
108097.62169061693,2020-10-08,0.004454660790333076,2020-10-08
109384.44990265947,2020-10-09,0.011904315672416566,2020-10-09
110569.52069079016,2020-10-12,0.01083399687236408,2020-10-12
110438.59450194839,2020-10-13,-0.0011841074106482274,2020-10-13
111422.43081643796,2020-10-14,0.00890844653471401,2020-10-14
110919.55359489552,2020-10-15,-0.0045132494225593725,2020-10-15
112711.18756207878,2020-10-16,0.01615255299103291,2020-10-16
108820.39847680985,2020-10-19,-0.0345199901573745,2020-10-19
108338.74568638446,2020-10-20,-0.004426125957699201,2020-10-20
105093.28883391042,2020-10-21,-0.029956566618085767,2020-10-21
104663.008582899,2020-10-22,-0.004094269536958128,2020-10-22
105962.92018028015,2020-10-23,0.012419971630679429,2020-10-23
104961.33356906672,2020-10-26,-0.00945223677782181,2020-10-26
102576.79532269447,2020-10-27,-0.022718254096906757,2020-10-27
100605.76872465132,2020-10-28,-0.019215131373938377,2020-10-28
98069.71919206693,2020-10-29,-0.025207794391247096,2020-10-29
98655.98542389393,2020-10-30,0.0059780555777750885,2020-10-30
100418.91512672573,2020-11-02,0.017869465245895055,2020-11-02
103492.81116953408,2020-11-03,0.03061072746035132,2020-11-03
103437.99322269623,2020-11-04,-0.0005296787884913057,2020-11-04
104630.97605575126,2020-11-05,0.011533313784293895,2020-11-05
102171.62610086166,2020-11-06,-0.02350498913036203,2020-11-06
105257.03237853943,2020-11-09,0.030198269279104295,2020-11-09
105246.50672985676,2020-11-10,-9.99994816955896e-05,2020-11-10
105431.51847934736,2020-11-11,0.0017578896938166275,2020-11-11
105105.7060719344,2020-11-12,-0.003090275205291593,2020-11-12
105317.3847619434,2020-11-13,0.002013960021010952,2020-11-13
104255.94955781108,2020-11-16,-0.010078442476819549,2020-11-16
104250.54881781014,2020-11-17,-5.1802703096126563e-05,2020-11-17
104282.54698176404,2020-11-18,0.0003069352086559896,2020-11-18
104234.71695733962,2020-11-19,-0.0004586579999118489,2020-11-19
104894.29007155725,2020-11-20,0.006327768074503748,2020-11-20
103933.03504629267,2020-11-23,-0.00916403576027658,2020-11-23
104568.9458321084,2020-11-24,0.006118466429201108,2020-11-24
106801.94023335194,2020-11-25,0.02135427859078498,2020-11-25
106285.9609228104,2020-11-26,-0.004831179184705658,2020-11-26
106552.66672308506,2020-11-27,0.0025093229431152326,2020-11-27
107801.75658121891,2020-11-30,0.01172274609869728,2020-11-30
106099.81162004377,2020-12-01,-0.015787729394676986,2020-12-01
105805.84481114056,2020-12-02,-0.002770662873143981,2020-12-02
106390.0375576647,2020-12-03,0.005521365549955304,2020-12-03
107644.32928870452,2020-12-04,0.011789559998604204,2020-12-04
108866.949237482,2020-12-07,0.011357959651533191,2020-12-07
109646.44211382583,2020-12-08,0.007160050702288424,2020-12-08
111579.29523839489,2020-12-09,0.01762805146529534,2020-12-09
112249.19705698543,2020-12-10,0.006003818335285739,2020-12-10
108297.44893545572,2020-12-11,-0.0352051348707958,2020-12-11
109011.52350048874,2020-12-14,0.006593641605155297,2020-12-14
109902.49473496382,2020-12-15,0.00817318395216371,2020-12-15
112977.58356204873,2020-12-16,0.027980154904587492,2020-12-16
114462.0728416487,2020-12-17,0.013139679862108844,2020-12-17
112123.33343369211,2020-12-18,,2020-12-18
109353.50653215339,2020-12-21,-0.024703394170640824,2020-12-21
