date,account_value
2020-05-15,91587.2264335417
2020-05-18,93366.0862731651
2020-05-19,90709.89458779368
2020-05-20,91328.43906943988
2020-05-21,91937.0260452361
2020-05-22,91865.21858814817
2020-05-25,94823.90800977597
2020-05-26,96511.17600160987
2020-05-27,95556.06168129106
2020-05-28,95833.56913303623
2020-05-29,96054.89392149266
2020-06-01,97959.59231379174
2020-06-02,99163.96058112157
2020-06-03,101024.30244072944
2020-06-04,100682.30390777624
2020-06-05,101557.7231740156
2020-06-08,101622.04998943105
2020-06-09,100381.61870059116
2020-06-10,99296.24391944276
2020-06-11,96547.50870790912
2020-06-12,96608.18855101071
2020-06-15,97675.68321850282
2020-06-16,100819.50923158547
2020-06-17,100506.02626691102
2020-06-18,100483.01158892878
2020-06-19,100200.71154864032
2020-06-22,99620.01734067821
2020-06-23,100258.28596329775
2020-06-24,97932.12756093279
2020-06-25,99645.69377645887
2020-06-26,98218.518363076
2020-06-29,98630.13045017945
2020-06-30,98366.770251752
2020-07-01,99198.96513308724
2020-07-02,102191.1612317168
2020-07-03,103791.64016660918
2020-07-06,105393.01120348282
2020-07-07,103073.06148246533
2020-07-08,102725.74229867908
2020-07-09,101684.99000794398
2020-07-10,102718.82438942263
2020-07-13,103706.69421609116
2020-07-14,102680.94252088002
2020-07-15,104361.23733765565
2020-07-16,106189.67766623633
2020-07-17,105033.08736961886
2020-07-20,106351.25774070343
2020-07-21,106177.66311145804
2020-07-22,105750.78120711491
2020-07-23,105953.87137963543
2020-07-24,104638.80155318344
2020-07-27,102942.88035712938
2020-07-28,104030.6461064766
2020-07-29,102282.53038117704
2020-07-30,100878.42278801711
2020-07-31,99949.39545680699
2020-08-03,100579.80063452295
2020-08-04,101249.05192244131
2020-08-05,102043.92219683973
2020-08-06,100972.16756822878
2020-08-07,101148.99484906015
2020-08-10,102147.77013297344
2020-08-11,104463.01692739117
2020-08-12,104487.23272634757
2020-08-13,104428.54705692203
2020-08-14,102959.67871684112
2020-08-17,102074.37629244548
2020-08-18,101779.08460675627
2020-08-19,102072.86620738311
2020-08-20,101320.33118841056
2020-08-21,101013.67220092575
2020-08-24,103114.27529144516
2020-08-25,102141.20205958652
2020-08-26,102030.32661091341
2020-08-27,101763.1730035118
2020-08-28,101682.35641600385
2020-08-31,100999.14507608107
2020-09-01,100574.66315917576
2020-09-02,102012.41846461761
2020-09-03,101249.104230205
2020-09-04,99609.14776519738
2020-09-07,101661.93262923777
2020-09-08,100379.38791228727
2020-09-09,101608.46536211343
2020-09-10,100772.98304024432
2020-09-11,100716.28749524978
2020-09-14,100707.16822895905
2020-09-15,101658.38747283269
2020-09-16,101851.65220423568
2020-09-17,102128.17724945552
2020-09-18,100164.60863487452
2020-09-21,97710.20865067338
2020-09-22,97199.15893224209
2020-09-23,98345.79442566003
2020-09-24,98066.61128889558
2020-09-25,98286.4741411742
2020-09-28,100441.5944712771
2020-09-29,100013.64064934033
2020-09-30,100288.50771426286
2020-10-01,100753.29654815591
2020-10-02,102014.30218506968
2020-10-05,103001.84648793562
2020-10-06,103421.53609857566
2020-10-07,104132.23880650337
2020-10-08,104637.71714430315
2020-10-09,106147.94792518446
2020-10-12,106998.89456481423
2020-10-13,107208.04953758545
2020-10-14,108766.97196816723
2020-10-15,108498.63428777106
2020-10-16,109892.49233609042
2020-10-19,106684.77351941231
2020-10-20,106084.96586331524
2020-10-21,102952.66096373097
2020-10-22,103373.72219743043
2020-10-23,103930.28165305579
2020-10-26,103355.07603306077
2020-10-27,102322.1695443846
2020-10-28,100875.23142232368
2020-10-29,101010.60839841321
2020-10-30,101800.57156838909
2020-11-02,104374.43354213102
2020-11-03,105692.03867784872
2020-11-04,107351.71698116015
2020-11-05,108099.38302731911
2020-11-06,109117.5940681031
2020-11-09,111994.29863268133
2020-11-10,110882.77730131388
2020-11-11,109462.71055425415
2020-11-12,109370.88465620173
2020-11-13,110663.69821301021
2020-11-16,111004.71861720689
2020-11-17,110404.93835988667
2020-11-18,110420.77119067052
2020-11-19,109583.35396608028
2020-11-20,110678.45599668506
2020-11-23,110563.9577519096
2020-11-24,111867.02499484805
2020-11-25,112923.30001074189
2020-11-26,112511.0902073041
2020-11-27,113691.05162123236
2020-11-30,113835.90733034538
2020-12-01,113268.10699838641
2020-12-02,113212.57733826803
2020-12-03,111305.20192177643
2020-12-04,111403.56521794501
2020-12-07,111766.59035016803
2020-12-08,111260.76431061143
2020-12-09,111278.60579996278
2020-12-10,111193.59349758526
2020-12-11,110053.03603569976
2020-12-14,110800.86828569167
2020-12-15,111672.45563296511
2020-12-16,111792.85808538047
2020-12-17,111198.6727598653
2020-12-18,110286.62506340315
2020-12-21,108678.56262186918
2020-12-22,110180.25739460814
2020-12-23,111623.71116275527
2020-12-24,111631.68526653289
2020-12-28,113060.93161180685
2020-12-29,112935.52235752024
2020-12-30,112702.44919620335
2020-12-31,112018.43587589156
2021-01-04,112657.73210579478
2021-01-05,112482.54663653324
2021-01-06,115109.75916624254
2021-01-07,115827.3560278839
2021-01-08,116532.52367690322
2021-01-11,115573.26313521789
2021-01-12,115943.55242115252
2021-01-13,116543.25863616355
2021-01-14,117102.56972083906
2021-01-15,115433.58363019515
2021-01-18,116345.78400214255
2021-01-19,116163.49018660156
2021-01-20,115375.94744129166
2021-01-21,113590.42275531244
2021-01-22,112888.2683303187
2021-01-25,112968.76187203349
2021-01-26,116697.04894881127
2021-01-27,116632.76035571567
2021-01-28,116335.76883237963
2021-01-29,114132.12601572338
2021-02-01,115545.07440862474
2021-02-02,116235.39930180207
2021-02-03,116656.14139395326
2021-02-04,116768.89343280387
2021-02-05,117134.89579572914
2021-02-08,117442.4935842722
2021-02-09,115910.69009420903
2021-02-10,114902.2036740211
2021-02-11,114719.2223969162
2021-02-12,115407.66872566326
2021-02-15,116740.27979316172
2021-02-16,115839.99828713402
2021-02-17,115144.34335273491
2021-02-18,115788.5632881891
2021-02-19,117223.66667963074
2021-02-22,117051.69079696805
2021-02-23,118166.73953353659
2021-02-24,117869.49766648143
2021-02-25,119012.55405761165
2021-02-26,117227.90923637708
2021-03-01,119970.44197011756
2021-03-02,119323.31145160513
2021-03-03,118013.29566292935
2021-03-04,117941.43716093463
2021-03-05,117331.8682448811
2021-03-08,118954.5606040396
2021-03-09,119889.53637209757
2021-03-10,120097.66720179206
2021-03-11,120833.61354058831
2021-03-12,121398.10233338199
2021-03-15,122035.18716448783
2021-03-16,122412.37862457047
2021-03-17,121157.39999124357
2021-03-18,120577.95209209718
2021-03-19,119793.23757469395
2021-03-22,118904.9482380528
2021-03-23,119981.61275716106
2021-03-24,120636.40571777489
2021-03-25,120410.71164201289
2021-03-26,121231.73044573632
2021-03-29,121533.24631176583
2021-03-30,122878.78504039605
2021-03-31,122513.67991479975
2021-04-01,122764.53309409624
2021-04-06,123138.71912829587
2021-04-07,123320.12926620015
2021-04-08,123463.7808978382
2021-04-09,122831.49712395963
2021-04-12,122354.46547440394
2021-04-13,122666.59834790936
2021-04-14,122908.03657792421
2021-04-15,123313.60121311819
2021-04-16,123340.17880083145
2021-04-19,124567.07281596182
2021-04-20,121770.42693344125
2021-04-21,122676.73060088904
2021-04-22,124385.6961865278
2021-04-23,123764.66867122296
2021-04-26,124502.75647008794
2021-04-27,124885.95912023772
2021-04-28,125151.06722302137
2021-04-29,125368.85394126146
2021-04-30,125006.54928093267
2021-05-03,125799.25039530527
2021-05-04,124725.573562158
2021-05-05,125947.15259329698
2021-05-06,126432.0949191309
2021-05-07,127494.86993297639
2021-05-10,128707.0339603919
2021-05-11,126699.80680085294
2021-05-12,125653.23231585286
2021-05-13,124999.34330125847
2021-05-14,127561.86645867547
2021-05-17,127615.51225992753
2021-05-18,127780.14312887246
2021-05-19,126938.28411616277
2021-05-20,127503.98483582852
2021-05-21,127486.01182571903
2021-05-24,127936.09046406871
2021-05-25,128347.41575488077
2021-05-26,128329.83343643366
2021-05-27,128208.49519260228
2021-05-28,128188.32338395945
2021-05-31,126921.78799132636
2021-06-01,127071.72217408086
2021-06-02,126508.7391077902
2021-06-03,126086.98017553991
2021-06-04,126229.7140642652
2021-06-07,126922.32216947376
2021-06-08,127983.0257870674
2021-06-09,127932.48572728025
2021-06-10,127744.83788536498
2021-06-11,129110.15395117151
2021-06-14,130499.82509622636
2021-06-15,130021.32878124474
2021-06-16,130151.43195351568
2021-06-17,129458.54482911265
2021-06-18,127312.01523704262
2021-06-21,125907.11177237338
2021-06-22,125702.67073334681
2021-06-23,124638.98607229766
2021-06-24,125755.83947284998
2021-06-25,126260.41977725225
2021-06-28,124697.55827620377
2021-06-29,125125.48466882389
2021-06-30,124512.87663751078
2021-07-01,125784.06051223475
2021-07-02,125946.74271701684
2021-07-05,126448.66416674279
2021-07-06,125776.50683024942
2021-07-07,126115.2979226328
2021-07-08,123958.05657539441
2021-07-09,125288.71124111957
2021-07-12,125812.6139496455
2021-07-13,124012.52825375462
2021-07-14,123303.71729562781
2021-07-15,121367.04914726259
2021-07-16,121570.3261313072
2021-07-19,119553.57383065792
2021-07-20,120153.12487110759
2021-07-21,122544.98775957545
2021-07-22,123322.1695240045
2021-07-23,124407.03428692238
2021-07-26,125112.44494557922
2021-07-27,124774.28106638756
2021-07-28,125318.82275132688
2021-07-29,126464.4796377628
2021-07-30,125158.71768668249
2021-08-02,125771.81430659603
2021-08-03,125787.7764289323
2021-08-04,125689.40398641239
2021-08-05,126467.58140786045
2021-08-06,126963.96957558411
2021-08-09,127325.49712878311
2021-08-10,127290.50952526789
2021-08-11,128196.60806409661
2021-08-12,128398.53625078604
2021-08-13,129093.29666826826
2021-08-16,128584.55298237488
2021-08-17,127631.04015345164
2021-08-18,128952.61201322461
2021-08-19,129246.25571926197
2021-08-20,128762.74581162923
2021-08-23,129372.20076842183
2021-08-24,128740.00977138896
2021-08-25,128021.94910508713
2021-08-26,126648.2338324953
2021-08-27,127276.74225388697
2021-08-30,127118.48218871321
2021-08-31,127217.01106575703
2021-09-01,129724.1845987482
2021-09-02,129897.57693922402
2021-09-03,128865.9404340845
2021-09-06,128381.0041050945
2021-09-07,128219.91734978167
2021-09-08,127516.80884316038
2021-09-09,127012.56537545568
2021-09-10,125962.82908295417
2021-09-13,127889.71823088109
2021-09-14,126435.63208387476
